,E0,Ep,Filename,a,a_sigma,dL,th_LRL,x0,x0_sigma,y0,y0_sigma
6600,0.0,1.4001771364095269e-11,results\2018-01-27T00-26-58.txt,9.717393426376483e-20,9.574591050567297e-41,-1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382425e-41
6800,0.0,1.4001771364095269e-11,results\2018-01-27T00-26-58.txt,0.09061342174551223,5.318303991021519e-35,1.0,0.0,0.336206849153721,6.477211643169002e-33,0.4108333333333333,2.659152013044777e-35
7000,0.0,1.4001771364095269e-11,results\2018-01-27T00-26-58.txt,9.717393426376483e-20,9.574591050567297e-41,1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382425e-41
7200,0.0,1.6802125636914323e-11,results\2018-01-27T02-59-01.txt,0.05463887865776014,2.2954738746282877e-35,-1.0,0.0,1.7828683991313827,7.688981100821872e-33,0.29,1.1477369384071294e-35
7400,0.0,1.6802125636914323e-11,results\2018-01-27T02-59-01.txt,9.717393426376483e-20,9.574591050567297e-41,-1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382425e-41
7600,0.0,1.6802125636914323e-11,results\2018-01-27T02-59-01.txt,0.05463887865776014,2.2954738746282877e-35,1.0,0.0,1.7828683991313827,7.688981100821872e-33,0.29,1.1477369384071294e-35
7800,0.0,1.6802125636914323e-11,results\2018-01-27T02-59-01.txt,9.717393426376483e-20,9.574591050567297e-41,1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382425e-41
8000,0.0,1.9602479909733372e-11,results\2018-01-27T05-34-10.txt,0.06437291617676591,3.175340300007032e-35,-1.0,0.0,0.7438372383520792,7.662736944697673e-33,0.27291666666666664,1.587670161579614e-35
8200,0.0,1.9602479909733372e-11,results\2018-01-27T05-34-10.txt,9.717393426376483e-20,9.574591050567297e-41,-1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382425e-41
8400,0.0,1.9602479909733372e-11,results\2018-01-27T05-34-10.txt,0.06437291617676591,3.175340300007032e-35,1.0,0.0,0.7438372383520792,7.662736944697673e-33,0.27291666666666664,1.587670161579614e-35
8600,0.0,1.9602479909733372e-11,results\2018-01-27T05-34-10.txt,9.717393426376483e-20,9.574591050567297e-41,1.0,3.1415926535897927,0.9999999990638684,2.804003631593541e-20,-6.862641913500253e-20,4.787295509382425e-41
8800,0.0,2.2402834182552434e-11,results\2018-01-27T08-06-09.txt,0.07404683265214906,2.9759039315564573e-35,-1.0,0.0,0.5314958000433111,5.4275762077247486e-33,0.225,1.4879519749532796e-35
